ngay_dat_mua,ma_don_hang,khach_hang,tong_gia_tri_hang
9/15/22,CA-2022-114440,Tracy Blumstein,19
4/1/22,CA-2022-114524,Emily Grady,13
9/3/22,CA-2022-114552,Dorris liebe,15
8/26/22,CA-2022-114636,Guy Armstrong,192
10/18/22,CA-2022-114804,Barry Franz�sisch,53
4/11/22,CA-2022-115070,Mitch Gastineau,17
2/7/22,CA-2022-115105,Bryan Davis,241
10/27/22,CA-2022-115119,Shaun Chance,143
1/9/22,CA-2022-115154,Ricardo Sperren,893
8/8/22,CA-2022-115175,Matt Collins,245
5/12/22,CA-2022-115322,Zuschuss Carroll,44
6/27/22,CA-2022-115364,Olvera Toch,84
12/31/22,CA-2022-115427,Erica Bern,35
11/12/22,CA-2022-115448,Michelle Huthwaite,89
5/15/22,CA-2022-115546,Amy Hunt,563
12/19/22,CA-2022-115602,Doug Jacobs,2889
7/10/22,CA-2022-115651,Noel Staavos,67
8/20/22,CA-2022-115777,Doug O'Connell,19
8/1/22,CA-2022-115805,Katrina Willman,37
9/15/22,CA-2022-115882,Dorothy Badders,1017
12/23/22,CA-2022-115931,Jim Mitchum,127
1/29/22,CA-2022-115994,Beth Thompson,278
10/3/22,CA-2022-116113,Jane Waco,10
6/26/22,CA-2022-116127,Sarah Brown,401
2/12/22,CA-2022-116204,Victoria Wilson,21
11/6/22,CA-2022-116225,Susan Vittorini,391
3/13/22,CA-2022-116288,Bill Stewart,243
11/3/22,CA-2022-116358,Kalyca Meade,46
5/31/22,CA-2022-116498,Kelly Andreada,35
10/14/22,CA-2022-116519,Craig Reiter,905
12/1/22,CA-2022-116645,Max Engle,156
9/5/22,CA-2022-116680,Pete Kriz,1492
12/3/22,CA-2022-116715,Victoria Wilson,678
12/18/22,CA-2022-116855,Arianne Irving,505
9/26/22,CA-2022-116939,Arthur Gainer,178
12/20/22,CA-2022-116946,Tony Sayre,194
4/25/22,CA-2022-116953,Susan Vittorini,552
6/28/22,CA-2022-116988,Pauline Webber,1433
9/23/22,CA-2022-117009,Berenike Kampe,22
8/8/22,CA-2022-117023,Joni Wasserman,116
9/12/22,CA-2022-117044,Helen Andreada,31
10/24/22,CA-2022-117079,Jocasta Rupert,864
11/1/22,CA-2022-117114,Craig Yedwab,519
12/6/22,CA-2022-117128,Bart Folk,33
3/22/22,CA-2022-117156,Ted Butterfield,9
9/1/22,CA-2022-117198,Barry Gonzalez,660
2/27/22,CA-2022-117212,Bradley Talbott,2111
7/24/22,CA-2022-117240,Christine Phan,13
9/5/22,CA-2022-117261,Tiffany House,54
12/9/22,CA-2022-117324,Jeremy Pistek,1816
9/5/22,CA-2022-117394,Michael Moore,19
5/19/22,CA-2022-117401,Paul Prost,865
10/22/22,CA-2022-117422,Frank Carlisle,172
6/9/22,CA-2022-117436,Liz Willingham,10
12/24/22,CA-2022-117443,Jennifer Braxton,190
12/9/22,CA-2022-117457,Keith Herrera,3956
9/24/22,CA-2022-117485,Bill Donatelli,292
3/4/22,CA-2022-117513,Bill Tyler,400
5/13/22,CA-2022-117632,Charles Sheldon,551
8/22/22,CA-2022-117646,Sung Chung,267
10/20/22,CA-2022-117653,Mary O'Rourke,91
12/5/22,CA-2022-117667,Michael Stewart,588
8/6/22,CA-2022-117695,Pauline Webber,14
11/29/22,CA-2022-117702,Lindsay Shagiari,1072
10/2/22,CA-2022-117807,Dave Kipp,105
6/13/22,CA-2022-117821,Hunter Glantz,64
5/19/22,CA-2022-117863,Toby Swindell,18
1/28/22,CA-2022-117870,John Huston,194
12/9/22,CA-2022-117926,Alan Schoenberger,69
12/25/22,CA-2022-117933,Roy Franz�sisch,36
8/19/22,CA-2022-117947,Nat Gilpin,284
12/5/22,CA-2022-118003,Doug O'Connell,498
12/4/22,CA-2022-118017,Lena Cacioppo,306
11/18/22,CA-2022-118122,Greg Guthrie,14
9/17/22,CA-2022-118136,Barry Blumstein,15
5/10/22,CA-2022-118199,Laurel Beltran,806
11/6/22,CA-2022-118213,Adam Bellavance,240
7/24/22,CA-2022-118346,Philisse Overcash,400
4/2/22,CA-2022-118360,John Castell,43
10/29/22,CA-2022-118367,Lori Olson,48
9/30/22,CA-2022-118402,Jas O'Carroll,244
6/18/22,CA-2022-118437,Philip Fox,169
2/17/22,CA-2022-118521,Luke Foster,38
12/2/22,CA-2022-118542,Clay Cheatham,55
10/7/22,CA-2022-118577,Xylona Preis,150
7/21/22,CA-2022-118640,Carlos Soltero,79
1/3/22,CA-2022-118668,Fred Wasserman,17
7/22/22,CA-2022-118724,Anthony Rawles,1630
11/21/22,CA-2022-118731,Liz Pelletier,127
2/10/22,CA-2022-118773,Tom Prescott,398
4/16/22,CA-2022-118857,Adam Hart,196
6/16/22,CA-2022-118864,Kristen Hastings,120
12/30/22,CA-2022-118885,James Galang,696
8/18/22,CA-2022-118892,Tom Prescott,4416
11/24/22,CA-2022-119004,Janet Martin,105
8/21/22,CA-2022-119011,Lisa Ryan,352
12/23/22,CA-2022-119193,Sally Knutson,632
6/16/22,CA-2022-119284,Thomas Seio,2943
12/1/22,CA-2022-119305,Scott Williamson,174
4/18/22,CA-2022-119389,Bruce Geld,60
6/13/22,CA-2022-119424,Sarah Brown,91
3/22/22,CA-2022-119452,Clay Ludtke,1806
11/10/22,CA-2022-119494,Jim Epp,523
12/16/22,CA-2022-119564,Paul Lucas,23
12/23/22,CA-2022-119578,Jason Gross,916
4/21/22,CA-2022-119655,Christina VanderZanden,183
1/25/22,CA-2022-119669,Theone Pippenger,6
11/24/22,CA-2022-119746,Christopher Martinez,240
8/19/22,CA-2022-119809,Yana Sorensen,3859
5/5/22,CA-2022-119914,Chris Cortes,243
2/17/22,CA-2022-120019,Nat Gilpin,595
11/3/22,CA-2022-120061,Sharelle Roach,155
5/26/22,CA-2022-120138,Trudy Brown,806
4/26/22,CA-2022-120222,Lauren Leatherbury,92
11/12/22,CA-2022-120327,William Brown,46
12/23/22,CA-2022-120376,Theone Pippenger,2283
11/21/22,CA-2022-120404,Katharine Harms,624
5/31/22,CA-2022-120614,Suzanne McNair,38
9/6/22,CA-2022-120705,Michael Grace,147
3/24/22,CA-2022-120719,Sanjit Jacobs,35
9/5/22,CA-2022-120761,Aimee Bixby,92
4/29/22,CA-2022-120894,Jack Lebron,28
12/18/22,CA-2022-120936,Christine Abelman,495
9/11/22,CA-2022-120999,Linda Cazamias,147
8/19/22,CA-2022-121027,Helen Wasserman,2340
7/15/22,CA-2022-121048,Toby Carlisle,988
7/10/22,CA-2022-121083,Jamie Frazer,847
5/31/22,CA-2022-121125,Michael Granlund,206
11/5/22,CA-2022-121160,Frank Merwin,66
12/25/22,CA-2022-121195,Neola Schneider,264
12/24/22,CA-2022-121216,Michael Moore,58
2/27/22,CA-2022-121258,Dave Brooks,380
7/26/22,CA-2022-121293,John Castell,477
9/30/22,CA-2022-121300,Maureen Gastineau,693
9/24/22,CA-2022-121314,Bobby Elias,252
12/26/22,CA-2022-121398,Fred Hopkins,424
9/24/22,CA-2022-121412,Brooke Gillingham,29
4/3/22,CA-2022-121419,Tony Chapman,772
11/20/22,CA-2022-121468,Katherine Ducich,32
8/22/22,CA-2022-121489,Candace McMahon,994
7/4/22,CA-2022-121503,Frank Hawley,871
11/29/22,CA-2022-121538,Rick Hansen,89
6/2/22,CA-2022-121559,Helen Wasserman,4472
5/30/22,CA-2022-121580,Maris LaWare,523
11/4/22,CA-2022-121615,Daniel Lacy,76
5/19/22,CA-2022-121643,Adrian Barton,345
11/17/22,CA-2022-121678,Brian Moss,2
2/27/22,CA-2022-121706,Becky Martin,357
12/27/22,CA-2022-121741,Yoseph Carroll,751
1/31/22,CA-2022-121790,Liz Preis,2114
3/4/22,CA-2022-121804,Liz Preis,73
11/21/22,CA-2022-121818,Jennifer Halladay,53
9/25/22,CA-2022-121839,Mick Hernandez,1170
9/24/22,CA-2022-121853,Duane Benoit,879
9/16/22,CA-2022-121888,Carl Ludwig,1082
8/1/22,CA-2022-121909,Erin Ashbrook,55
3/19/22,CA-2022-122007,Jason Klamczynski,91
8/19/22,CA-2022-122028,Chloris Kastensmidt,11
7/21/22,CA-2022-122035,Elizabeth Moffitt,1108
6/14/22,CA-2022-122056,Paul Gonzalez,182
5/20/22,CA-2022-122077,Jason Fortune-,109
6/25/22,CA-2022-122105,Caroline Jumper,96
9/26/22,CA-2022-122112,Carol Adams,24
4/10/22,CA-2022-122154,Sue Ann Reed,284
5/13/22,CA-2022-122175,Cynthia Arntzen,153
9/23/22,CA-2022-122196,Christina Anderson,392
9/11/22,CA-2022-122280,Shahid Hopkins,19
3/25/22,CA-2022-122308,Mark Van Huff,272
9/25/22,CA-2022-122364,Frank Atkinson,1365
11/14/22,CA-2022-122490,Ted Trevino,3321
11/8/22,CA-2022-122504,Deborah Brumfield,822
12/2/22,CA-2022-122539,Sean Christensen,423
12/15/22,CA-2022-122595,Gary Mitchum,283
11/13/22,CA-2022-122644,Sylvia Foulston,29
2/20/22,CA-2022-122693,Nicole Hansen,1246
11/27/22,CA-2022-122700,Liz Thompson,221
4/17/22,CA-2022-122707,Edward Becker,503
4/13/22,CA-2022-122735,Bill Donatelli,70
3/21/22,CA-2022-122763,Harry Greene,331
12/14/22,CA-2022-122770,Emily Phan,262
12/29/22,CA-2022-122798,Susan Vittorini,123
11/17/22,CA-2022-122945,Mick Brown,17
8/17/22,CA-2022-122987,Sarah Jordon,81
2/7/22,CA-2022-122994,Mark Van Huff,360
9/3/22,CA-2022-123001,Anthony Witt,285
9/4/22,CA-2022-123022,Sample Company A,368
10/1/22,CA-2022-123029,Bradley Talbott,160
9/11/22,CA-2022-123036,Helen Abelman,297
8/25/22,CA-2022-123043,Alan Haines,28
12/4/22,CA-2022-123071,Clay Cheatham,10
3/4/22,CA-2022-123085,Ed Jacobs,1220
5/3/22,CA-2022-123134,Dorothy Wardle,130
7/28/22,CA-2022-123239,Mike Gockenbach,91
10/18/22,CA-2022-123246,Astrea Jones,11
9/22/22,CA-2022-123351,Kean Thornton,80
11/29/22,CA-2022-123372,Deirdre Greer,2060
10/31/22,CA-2022-123491,Jamie Kunitz,1994
11/14/22,CA-2022-123624,Sanjit Engle,83
6/28/22,CA-2022-123638,Michelle Arnett,192
2/11/22,CA-2022-123659,Michael Nguyen,23
5/27/22,CA-2022-123687,Kimberly Carter,234
11/25/22,CA-2022-123701,Patrick Gardner,28
9/24/22,CA-2022-123778,Bruce Stewart,187
11/2/22,CA-2022-123967,Sarah Foster,2691
10/3/22,CA-2022-123981,Rob Williams,66
2/11/22,CA-2022-124086,Mike Pelletier,204
3/3/22,CA-2022-124114,Roland Schwarz,1
6/13/22,CA-2022-124191,Troy Staebel,9
9/16/22,CA-2022-124205,Theresa Coyne,1038
11/15/22,CA-2022-124261,Joe Elijah,34
12/25/22,CA-2022-124296,Christine Sundaresam,713
9/8/22,CA-2022-124401,Ruben Dartt,318
3/20/22,CA-2022-124436,Sue Ann Reed,770
8/2/22,CA-2022-124576,Heather Kirkland,55
5/1/22,CA-2022-124597,Ann Steele,32
11/18/22,CA-2022-124674,Joy Bell-,328
3/28/22,CA-2022-124716,Brendan Dodson,169
6/22/22,CA-2022-124744,Eugene Hildebrand,536
11/26/22,CA-2022-124765,Henia Zydlo,724
7/4/22,CA-2022-124828,Yana Sorensen,10
9/12/22,CA-2022-124898,Daniel Byrd,185
2/22/22,CA-2022-124940,Dave Kipp,48
3/7/22,CA-2022-125101,Sally Hughsby,68
4/11/22,CA-2022-125115,Russell D'Ascenzo,106
10/20/22,CA-2022-125199,Harry Marie,457
4/25/22,CA-2022-125269,Art Ferguson,83
11/7/22,CA-2022-125290,Chuck Clark,40
7/24/22,CA-2022-125367,Nathan Mautz,14
4/26/22,CA-2022-125381,Speros Goranitis,108
10/20/22,CA-2022-125388,Michael Paige,89
10/24/22,CA-2022-125451,Adam Hart,1170
5/31/22,CA-2022-125472,Bruce Degenhardt,254
7/26/22,CA-2022-125640,Dorothy Dickinson,3
7/1/22,CA-2022-125745,Darrin Van Huff,20
8/1/22,CA-2022-125752,Eugene Hildebrand,41
2/26/22,CA-2022-125878,Michelle Huthwaite,2
1/17/22,CA-2022-125913,Jack O'Briant,428
10/20/22,CA-2022-125990,Joy Smith,40
11/4/22,CA-2022-126046,Julie Creighton,12
8/29/22,CA-2022-126067,Kristina Nunn,1278
10/3/22,CA-2022-126074,Roland Fjeld,276
10/15/22,CA-2022-126123,Anthony Garverick,41
8/1/22,CA-2022-126144,Greg Matthias,286
12/31/22,CA-2022-126221,Chuck Clark,209
11/20/22,CA-2022-126242,Mick Crebagga,324
2/4/22,CA-2022-126354,Shahid Collister,119
6/4/22,CA-2022-126382,Heather Kirkland,35
9/9/22,CA-2022-126396,Alex Russell,85
9/11/22,CA-2022-126438,Alex Russell,15
10/13/22,CA-2022-126536,Neil Knudson,103
3/30/22,CA-2022-126550,Roger Demir,81
3/31/22,CA-2022-126634,Alan Barnes,94
7/18/22,CA-2022-126662,Alejandro Ballentine,480
9/30/22,CA-2022-126676,Fred Hopkins,8
4/30/22,CA-2022-126718,Kean Thornton,5
4/16/22,CA-2022-126774,Shahid Hopkins,5
6/6/22,CA-2022-126788,Adrian Barton,470
12/6/22,CA-2022-126865,Naresj Patel,93
6/16/22,CA-2022-126914,Joe Elijah,776
9/18/22,CA-2022-126928,Gary Zandusky,514
8/22/22,CA-2022-126956,Greg Tran,88
1/22/22,CA-2022-127026,Mick Hernandez,1240
9/16/22,CA-2022-127096,Christopher Schild,301
4/15/22,CA-2022-127117,Harry Marie,74
10/23/22,CA-2022-127180,Tom Ashbrook,13716
4/4/22,CA-2022-127264,Sue Ann Reed,7
10/31/22,CA-2022-127285,Michelle Moray,103
1/15/22,CA-2022-127306,Brosina Hoffman,175
12/2/22,CA-2022-127313,Ralph Arnett,117
2/25/22,CA-2022-127397,Erin Smith,1444
1/23/22,CA-2022-127432,Alan Dominguez,4189
7/11/22,CA-2022-127460,Frank Gastineau,298
2/4/22,CA-2022-127474,Ross DeVincentis,512
12/29/22,CA-2022-127516,Erica Hernandez,65
3/4/22,CA-2022-127621,Richard Eichhorn,27
7/12/22,CA-2022-127656,Natalie Webber,30
6/3/22,CA-2022-127705,Alejandro Ballentine,30
9/1/22,CA-2022-127712,Michael Granlund,6
9/12/22,CA-2022-127726,Shahid Shariari,210
11/3/22,CA-2022-127782,Thea Hudgings,892
5/20/22,CA-2022-127803,Neil Ducich,26
10/28/22,CA-2022-127922,Sally Hughsby,24
12/24/22,CA-2022-127929,Filia McAdams,182
9/2/22,CA-2022-128041,Rick Wilson,598
2/3/22,CA-2022-128076,Bill Overfelt,482
12/20/22,CA-2022-128160,Michael Moore,37
11/18/22,CA-2022-128265,Victoria Wilson,1248
11/25/22,CA-2022-128300,Roland Schwarz,407
8/6/22,CA-2022-128328,Patrick O'Donnell,339
9/30/22,CA-2022-128335,Joseph Airdo,75
8/14/22,CA-2022-128363,Dan Campbell,2383
9/11/22,CA-2022-128370,Frank Hawley,370
10/8/22,CA-2022-128426,Joe Kamberova,4
8/27/22,CA-2022-128475,Steve Carroll,72
7/11/22,CA-2022-128629,Becky Pak,19
12/4/22,CA-2022-128699,Natalie DeCherney,48
12/25/22,CA-2022-128734,James Lanier,851
5/5/22,CA-2022-128755,Mike Kennedy,630
9/8/22,CA-2022-128769,Dario Medina,82
9/8/22,CA-2022-128783,Trudy Glocke,249
4/22/22,CA-2022-128853,Janet Martin,909
6/20/22,CA-2022-128944,Katharine Harms,921
4/18/22,CA-2022-128965,Pamela Stobb,563
11/26/22,CA-2022-129000,Sam Zeldin,502
8/24/22,CA-2022-129021,Patrick O'Brill,4590
4/2/22,CA-2022-129028,George Bell,128
3/17/22,CA-2022-129294,Ken Dana,541
5/15/22,CA-2022-129357,Ken Black,505
10/2/22,CA-2022-129378,Neola Schneider,414
6/17/22,CA-2022-129462,Joel Eaton,741
9/27/22,CA-2022-129490,Sanjit Jacobs,419
3/18/22,CA-2022-129567,Clay Ludtke,17
12/12/22,CA-2022-129581,Katherine Nockton,129
4/26/22,CA-2022-129707,Larry Hughes,9
12/29/22,CA-2022-129805,Harry Marie,7
12/10/22,CA-2022-129833,Herbert Flentye,44
3/31/22,CA-2022-129910,Maria Etezadi,60
8/28/22,CA-2022-130036,Ben Peterman,1133
9/16/22,CA-2022-130043,Brenda Bowman,32
5/23/22,CA-2022-130106,Vicky Freymann,13
10/23/22,CA-2022-130141,Helen Abelman,582
9/25/22,CA-2022-130148,Neil Knudson,38
10/23/22,CA-2022-130211,Brian DeCherney,582
9/15/22,CA-2022-130302,Craig Yedwab,896
12/18/22,CA-2022-130309,Giulietta Baptist,544
12/6/22,CA-2022-130351,Rob Beeghly,200
11/13/22,CA-2022-130386,Nathan Gelder,779
10/13/22,CA-2022-130505,Natalie Fritzler,673
11/27/22,CA-2022-130526,Guy Thornton,34
12/30/22,CA-2022-130631,Bruce Stewart,88
9/17/22,CA-2022-130715,Craig Yedwab,18
10/28/22,CA-2022-130764,Jack O'Briant,653
7/30/22,CA-2022-130771,Laura Armstrong,128
11/4/22,CA-2022-130834,Justin MacKendrick,16
7/29/22,CA-2022-130841,Matt Hagelstein,1171
4/12/22,CA-2022-130904,Henry MacAllister,23
3/11/22,CA-2022-130967,Emily Burns,54
9/19/22,CA-2022-131016,Dan Campbell,57
8/23/22,CA-2022-131037,Tony Molinari,210
4/4/22,CA-2022-131156,Katherine Hughes,25
12/6/22,CA-2022-131212,Alan Barnes,40
4/15/22,CA-2022-131233,Christine Sundaresam,253
11/20/22,CA-2022-131254,Nathan Cano,1729
2/6/22,CA-2022-131282,Cassandra Brandow,251
11/29/22,CA-2022-131303,Emily Phan,63
11/25/22,CA-2022-131366,Shaun Chance,320
10/20/22,CA-2022-131492,Hilary Holden,95
6/18/22,CA-2022-131618,Luke Schmidt,24
9/2/22,CA-2022-131625,Bradley Nguyen,115
11/1/22,CA-2022-131632,Adrian Hane,5
1/30/22,CA-2022-131653,Rob Dowd,5
7/1/22,CA-2022-131695,Ralph Arnett,271
10/6/22,CA-2022-131807,Greg Guthrie,753
2/12/22,CA-2022-131828,Cari Sayre,1052
1/22/22,CA-2022-131954,Darrin Sayre,654
7/10/22,CA-2022-132122,John Huston,229
5/4/22,CA-2022-132178,Darren Budd,833
11/28/22,CA-2022-132185,Doug Bickford,52
5/4/22,CA-2022-132199,Bill Overfelt,505
4/26/22,CA-2022-132213,Parhena Norris,110
10/17/22,CA-2022-132234,Maribeth Yedwab,547
9/22/22,CA-2022-132262,Muhammed Lee,152
3/11/22,CA-2022-132290,Maribeth Dona,933
8/20/22,CA-2022-132339,Jennifer Braxton,388
11/8/22,CA-2022-132346,Pete Kriz,101
9/16/22,CA-2022-132353,Dave Brooks,324
10/10/22,CA-2022-132430,Cathy Prescott,46
9/9/22,CA-2022-132437,Eudokia Martin,65
9/24/22,CA-2022-132521,Don Weiss,158
8/27/22,CA-2022-132584,Heather Jas,54
9/1/22,CA-2022-132619,Maxwell Schwartz,194
2/18/22,CA-2022-132647,Gary Hansen,178
6/9/22,CA-2022-132682,Tiffany House,490
8/5/22,CA-2022-132738,Harry Marie,17
6/21/22,CA-2022-132934,Jeremy Ellison,201
6/25/22,CA-2022-132955,Sonia Cooley,103
10/14/22,CA-2022-132976,Andrew Gjertsen,114
9/1/22,CA-2022-133004,Ashley Jarboe,639
7/28/22,CA-2022-133046,Dennis Kane,298
5/5/22,CA-2022-133067,Muhammed Yedwab,12
9/22/22,CA-2022-133074,Doug Bickford,56
6/5/22,CA-2022-133095,Erica Hernandez,118
8/18/22,CA-2022-133102,Emily Ducich,144
11/28/22,CA-2022-133207,Doug O'Connell,58
8/2/22,CA-2022-133235,Larry Hughes,272
7/9/22,CA-2022-133249,Sam Zeldin,146
6/27/22,CA-2022-133256,Tracy Hopkins,564
4/1/22,CA-2022-133263,Jim Epp,3099
9/19/22,CA-2022-133333,Barry Franz�sisch,23
12/18/22,CA-2022-133431,Logan Currie,28
5/7/22,CA-2022-133487,Trudy Schmidt,153
8/28/22,CA-2022-133501,Dana Kaydos,5
11/14/22,CA-2022-133620,Erin Mull,11
5/15/22,CA-2022-133641,Eva Jacobs,49
6/26/22,CA-2022-133648,Max Ludwig,88
7/24/22,CA-2022-133718,Tracy Blumstein,74
5/12/22,CA-2022-133823,Liz Pelletier,101
5/9/22,CA-2022-133865,Penelope Sewall,3360
6/12/22,CA-2022-133928,Zuschuss Carroll,5
9/25/22,CA-2022-134096,Paul Prost,400
5/28/22,CA-2022-134152,Roy Phan,130
9/17/22,CA-2022-134173,Adam Bellavance,21
12/26/22,CA-2022-134194,Guy Armstrong,160
12/8/22,CA-2022-134285,David Smith,19
7/9/22,CA-2022-134306,Tamara Dahlen,45
12/28/22,CA-2022-134404,Dan Reichenbach,178
9/16/22,CA-2022-134418,Gene McClure,12
9/19/22,CA-2022-134439,Tamara Manning,16
4/2/22,CA-2022-134495,Barry Franz�sisch,269
6/12/22,CA-2022-134565,Tom Boeckenhauer,719
10/4/22,CA-2022-134607,Hunter Lopez,23
4/16/22,CA-2022-134635,Noel Staavos,79
1/27/22,CA-2022-134649,Carol Adams,23
6/26/22,CA-2022-134796,Fred McMath,148
5/10/22,CA-2022-134810,Matt Connell,272
2/20/22,CA-2022-134838,Emily Ducich,58
4/18/22,CA-2022-134845,Sharelle Roach,2613
10/28/22,CA-2022-134880,Tamara Willingham,45
11/13/22,CA-2022-134915,Eugene Moren,972
11/13/22,CA-2022-134978,Ed Braxton,16
8/2/22,CA-2022-135034,Annie Thurman,96
4/11/22,CA-2022-135069,Bruce Stewart,232
4/14/22,CA-2022-135076,Yana Sorensen,437
12/29/22,CA-2022-135111,Christopher Schild,28
6/16/22,CA-2022-135167,Stuart Calhoun,4
4/10/22,CA-2022-135279,Bryan Spruell,761
11/27/22,CA-2022-135307,Lynn Smith,164
12/14/22,CA-2022-135377,Bart Pistole,288
11/4/22,CA-2022-135419,Bruce Geld,486
12/8/22,CA-2022-135587,Brosina Hoffman,373
3/24/22,CA-2022-135650,Anna Chung,144
4/28/22,CA-2022-135692,Cynthia Voltz,253
4/23/22,CA-2022-135783,Gary McGarr,18
12/2/22,CA-2022-135860,Joseph Holt,376
10/14/22,CA-2022-135909,Jane Waco,5326
2/21/22,CA-2022-135937,Katherine Murray,883
9/23/22,CA-2022-136000,Shaun Chance,40
2/24/22,CA-2022-136007,Ann Chong,80
12/16/22,CA-2022-136063,Saphhira Shifley,10
12/27/22,CA-2022-136238,Karen Bern,16
11/17/22,CA-2022-136308,Mitch Willingham,1920
6/25/22,CA-2022-136350,George Ashbrook,449
7/14/22,CA-2022-136364,Mark Hamilton,131
9/17/22,CA-2022-136448,Adam Shillingsburg,684
4/17/22,CA-2022-136497,Roy Franz�sisch,14
3/24/22,CA-2022-136511,Mary Zewe,348
12/29/22,CA-2022-136539,Greg Hansen,106
8/7/22,CA-2022-136609,Todd Boyes,115
7/12/22,CA-2022-136623,Tom Stivers,102
4/24/22,CA-2022-136651,Jay Fein,183
3/8/22,CA-2022-136672,Michael Granlund,49
6/17/22,CA-2022-136826,Claudia Bergmann,14
12/4/22,CA-2022-136875,Toby Carlisle,166
5/28/22,CA-2022-136882,Duane Noonan,477
6/11/22,CA-2022-137001,George Zrebassa,15
11/17/22,CA-2022-137022,Scott Williamson,811
6/30/22,CA-2022-137085,Carol Triggs,313
12/8/22,CA-2022-137099,Frank Preis,374
11/15/22,CA-2022-137323,Pauline Webber,96
8/21/22,CA-2022-137344,Eleni McCrary,40
12/1/22,CA-2022-137365,Bart Pistole,96
10/3/22,CA-2022-137414,Chad McGuire,387
10/7/22,CA-2022-137421,Ashley Jarboe,9
12/17/22,CA-2022-137428,Andy Yotov,222
6/30/22,CA-2022-137449,Max Engle,739
12/22/22,CA-2022-137456,Rick Bensley,16
12/17/22,CA-2022-137463,Kalyca Meade,420
9/18/22,CA-2022-137470,Tom Prescott,13
9/10/22,CA-2022-137498,Liz Carlisle,298
11/25/22,CA-2022-137505,Beth Paige,435
9/5/22,CA-2022-137582,Cynthia Voltz,12
9/3/22,CA-2022-137596,Bill Eplett,3481
11/11/22,CA-2022-137624,Maria Etezadi,241
4/29/22,CA-2022-137631,Janet Lee,752
5/14/22,CA-2022-137785,Mick Hernandez,458
5/1/22,CA-2022-137876,Don Jones,96
9/30/22,CA-2022-137918,Joe Kamberova,97
6/30/22,CA-2022-138149,William Brown,1101
2/12/22,CA-2022-138156,Magdelene Morse,148
11/18/22,CA-2022-138163,Xylona Preis,51
1/17/22,CA-2022-138289,Andy Reiter,5803
6/27/22,CA-2022-138310,Nora Preis,432
12/22/22,CA-2022-138380,Yana Sorensen,1000
9/24/22,CA-2022-138422,Kristina Nunn,14
7/9/22,CA-2022-138464,Vicky Freymann,134
8/16/22,CA-2022-138548,James Galang,98
11/15/22,CA-2022-138611,Clytie Kelty,124
12/2/22,CA-2022-138618,Maribeth Yedwab,10
1/15/22,CA-2022-138779,Rob Beeghly,30
6/20/22,CA-2022-138870,George Ashbrook,75
5/20/22,CA-2022-138975,Shahid Collister,2362
1/24/22,CA-2022-139080,Chris Selesnick,138
12/10/22,CA-2022-139199,Damala Kotsonis,927
1/30/22,CA-2022-139304,Vivek Gonzalez,137
8/12/22,CA-2022-139311,Sylvia Foulston,205
10/29/22,CA-2022-139353,Janet Martin,273
12/10/22,CA-2022-139402,Nick Crebassa,432
3/28/22,CA-2022-139416,Alejandro Grove,15
7/4/22,CA-2022-139437,Rob Dowd,88
9/10/22,CA-2022-139444,Grace Kelly,10
9/14/22,CA-2022-139493,Speros Goranitis,16
9/20/22,CA-2022-139619,Erin Smith,96
10/31/22,CA-2022-139661,Jane Waco,10
8/25/22,CA-2022-139717,Darrin Martin,657
12/5/22,CA-2022-139773,Darrin Van Huff,189
9/20/22,CA-2022-139787,Julie Prescott,35
9/16/22,CA-2022-139822,Dean percer,99
10/24/22,CA-2022-139913,Julie Creighton,143
7/18/22,CA-2022-139948,Shaun Weien,8
7/4/22,CA-2022-140053,Christina Anderson,546
5/29/22,CA-2022-140088,Patrick O'Donnell,302
3/24/22,CA-2022-140151,Raymond Buch,14052
9/30/22,CA-2022-140186,Patrick Gardner,304
5/7/22,CA-2022-140242,Max Ludwig,415
5/12/22,CA-2022-140298,Julie Kriz,95
9/5/22,CA-2022-140326,Helen Wasserman,850
7/9/22,CA-2022-140480,Harold Engle,470
3/11/22,CA-2022-140494,Candace McMahon,112
9/19/22,CA-2022-140508,Pete Armstrong,115
3/20/22,CA-2022-140515,George Zrebassa,381
4/5/22,CA-2022-140536,Tom Ashbrook,7
12/19/22,CA-2022-140585,Russell Applegate,286
12/24/22,CA-2022-140627,Darren Koutras,303
9/13/22,CA-2022-140676,Bart Folk,226
6/3/22,CA-2022-140760,Denny Ordway,69
8/4/22,CA-2022-140781,Adrian Barton,40
4/22/22,CA-2022-140802,Katherine Nockton,69
6/20/22,CA-2022-140844,Allen Rosenblatt,201
6/4/22,CA-2022-140872,Nick Radford,1112
3/18/22,CA-2022-140949,Denny Blanton,497
6/11/22,CA-2022-140963,Michelle Tran,824
7/31/22,CA-2022-141103,Jay Fein,90
10/3/22,CA-2022-141117,Juliana Krohn,375
11/11/22,CA-2022-141138,Gary Hwang,112
12/10/22,CA-2022-141201,Daniel Byrd,148
11/3/22,CA-2022-141425,Anthony Rawles,385
11/27/22,CA-2022-141439,Tonja Turnell,3084
9/17/22,CA-2022-141446,Craig Leslie,18
6/12/22,CA-2022-141481,Zuschuss Donatelli,61
5/29/22,CA-2022-141572,Lori Olson,247
6/6/22,CA-2022-141614,Noel Staavos,21
4/14/22,CA-2022-141663,Dave Poirier,8
10/25/22,CA-2022-141705,Patrick O'Brill,517
11/18/22,CA-2022-141719,Emily Grady,240
